order_id,product_id,quantity,subtotal
6881,301,1,556.42
4538,140,9,133.65
8690,257,7,4382.42
7294,366,3,102.69
1372,291,2,1547.28
7481,79,7,7704.83
3661,373,1,1968.0
1080,163,6,5341.14
8775,366,5,171.15
5657,480,5,3133.55
3962,447,6,5110.44
7466,186,4,3133.96
7803,38,8,8395.92
5044,177,10,1326.7
6608,33,4,3291.24
7322,451,1,124.3
6019,236,1,1852.06
6484,213,10,8292.7
9033,386,1,906.32
9288,361,7,3520.58
4439,381,2,1975.68
7948,456,8,11064.48
7662,369,6,1806.9
7213,242,3,5715.6
9993,24,3,1206.48
4841,428,6,11266.62
5812,449,7,3127.81
7652,385,10,1558.8
1086,475,2,1760.02
4743,143,3,1161.42
406,130,6,8239.32
9666,179,6,11099.52
9949,476,1,1793.27
477,93,9,5706.81
792,430,9,6851.34
5928,364,1,1500.05
9308,92,8,15388.56
365,448,10,11939.9
9441,159,5,6782.25
4232,48,5,4872.65
8501,158,1,690.8
4538,478,9,12311.28
1360,221,3,3500.73
5806,335,9,5740.11
3575,276,1,1739.7
1284,258,7,5182.17
7120,415,5,7433.3
7567,382,8,1596.4
4091,443,2,3866.62
5257,7,8,4454.64
1326,157,7,1198.61
7466,175,7,6729.73
4899,196,6,4075.8
7775,81,3,5901.81
4145,70,3,4187.58
7298,222,5,7403.25
6384,83,8,3256.32
6588,410,8,2328.32
8593,84,1,1389.0
1045,198,4,5527.12
1526,279,7,6687.24
7005,256,1,1611.13
3922,397,6,2967.78
5265,127,8,2712.0
4495,437,1,1535.44
8927,33,5,4114.05
679,389,4,5549.08
2506,105,2,3327.66
8597,90,5,1040.6
8740,63,9,9263.34
2551,341,8,15161.36
3065,393,7,6015.17
9036,62,2,1715.44
154,402,7,7828.8
3649,397,7,3462.41
2990,156,4,1837.24
3887,123,9,7662.87
9317,11,5,4571.2
7765,3,7,3591.42
388,486,8,6705.28
5751,498,8,5422.24
1229,343,5,4776.5
1396,280,3,2532.03
2079,460,1,715.1
6118,219,8,606.0
9704,495,1,1186.01
1401,432,5,2917.65
9066,288,1,1770.66
610,165,10,2321.4
1956,330,10,7864.7
9611,381,9,8890.56
4025,436,9,16847.46
6865,248,7,3415.65
6124,121,9,985.14
1676,216,1,482.74
2523,98,4,2089.44
5971,455,6,6703.98
337,386,10,9063.2
7922,198,1,1381.78
9817,388,6,8043.78
4606,280,8,6752.08
262,306,8,140.72
6151,223,6,9090.48
5252,492,5,972.95
7256,483,6,1488.06
3734,351,3,1120.8
4550,481,10,16904.9
2561,476,10,17932.7
3774,247,3,3729.39
4565,173,7,5753.93
2054,389,5,6936.35
7787,105,8,13310.64
214,242,7,13336.4
4213,450,8,15898.0
2234,239,3,2376.75
65,484,5,2973.75
6909,56,9,5623.11
5034,299,5,2781.5
7420,204,7,1264.97
6712,365,4,6795.48
8500,475,1,880.01
1264,198,8,11054.24
8310,385,9,1402.92
8124,280,1,844.01
6497,25,8,14590.24
8444,119,7,1340.92
6862,105,4,6655.32
8031,55,2,3131.88
824,344,10,16833.4
2349,99,4,1880.0
4490,256,3,4833.39
8223,68,5,3612.1
277,239,5,3961.25
8233,296,10,10758.2
8387,72,10,14706.4
9355,73,7,7461.79
8013,360,10,5096.9
6016,334,6,10921.98
7532,18,10,7845.9
6586,463,7,1713.46
9632,379,5,3184.7
837,455,6,6703.98
6857,345,1,1551.22
5637,480,1,626.71
3204,398,9,17341.47
4265,41,3,2107.92
1177,191,6,1595.22
822,24,10,4021.6
3367,1,4,2544.0
8227,63,9,9263.34
1965,465,8,824.64
6732,440,5,2091.95
8538,237,1,1939.2
1458,471,2,3512.8
2045,328,7,1028.86
5971,210,8,11275.76
8851,386,2,1812.64
5966,351,2,747.2
1165,201,3,587.13
5462,490,2,583.4
5482,250,5,5543.7
1578,102,3,1193.01
2446,495,7,8302.07
9134,411,8,1041.92
9398,265,10,14012.3
1772,38,10,10494.9
9436,342,9,9871.47
5310,476,10,17932.7
6707,434,4,7159.44
3999,326,6,4784.46
9027,65,4,4678.16
7950,6,1,1376.63
8605,6,2,2753.26
690,52,7,4483.5
2759,73,6,6395.82
9100,33,7,5759.67
1778,345,3,4653.66
6076,470,6,3426.9
6320,182,6,10693.74
1697,246,7,9599.38
4001,22,1,736.23
423,303,3,1065.87
3395,210,2,2818.94
6803,212,3,3766.98
859,70,4,5583.44
4410,305,1,60.97
8567,223,10,15150.8
5038,53,4,4832.08
4273,243,3,955.53
5522,465,2,206.16
8600,292,9,1253.16
8444,231,1,394.39
8456,37,6,3033.24
4760,261,8,13508.08
3320,265,1,1401.23
8583,1,1,636.0
5398,128,2,3992.52
9648,149,1,1955.72
3024,76,10,18394.1
9434,55,10,15659.4
7216,476,6,10759.62
5406,375,8,2738.88
6080,317,8,13325.52
2652,379,6,3821.64
5704,199,2,937.44
2825,230,3,193.11
2771,191,1,265.87
9404,56,3,1874.37
3815,158,2,1381.6
1101,130,6,8239.32
2648,85,5,4467.7
6386,308,5,7531.2
8880,437,4,6141.76
6843,485,7,8408.61
1690,421,3,3083.43
1380,471,5,8782.0
7677,38,7,7346.43
5992,220,9,3512.43
993,175,7,6729.73
8919,407,7,1780.87
4465,282,2,548.98
9316,258,7,5182.17
4365,186,1,783.49
7814,204,1,180.71
6376,238,9,16288.56
2178,301,9,5007.78
8917,413,9,9407.25
1813,43,4,650.76
2838,392,1,545.81
8885,447,3,2555.22
9318,239,4,3169.0
9877,268,2,193.42
2035,343,4,3821.2
7089,10,9,6507.9
2590,207,6,8824.68
4456,355,10,14108.2
598,313,9,3646.35
7154,359,7,5613.44
7813,393,8,6874.48
5613,270,4,415.96
2806,220,3,1170.81
2571,103,4,2350.36
8165,220,1,390.27
7648,340,2,3913.3
2642,103,7,4113.13
4631,178,10,15119.9
6778,373,5,9840.0
3231,426,9,14471.64
2832,18,5,3922.95
321,498,4,2711.12
3833,162,3,2291.82
6633,326,10,7974.1
5545,99,4,1880.0
6554,438,3,500.58
9584,394,7,4392.78
6544,363,3,1081.62
2667,148,4,629.76
4641,69,4,7759.12
1104,299,4,2225.2
5156,197,5,5404.25
3324,325,1,1800.2
812,165,3,696.42
7195,326,9,7176.69
6513,490,6,1750.2
1926,294,9,861.93
3035,489,9,8546.04
4599,79,6,6604.14
8910,392,10,5458.1
7429,8,9,9964.17
1482,5,6,5345.34
3740,20,1,776.59
6029,220,2,780.54
8528,337,5,6589.85
272,209,8,14144.96
7177,229,8,7456.96
6989,26,1,683.07
4914,262,7,9489.97
5919,485,9,10811.07
6021,369,4,1204.6
2844,128,1,1996.26
224,432,1,583.53
8000,410,1,291.04
7835,221,9,10502.19
3059,311,7,9153.48
3936,106,5,1235.75
3682,315,3,4856.04
549,25,2,3647.56
5980,187,10,5005.5
7436,190,7,12287.38
6548,468,5,3277.2
8744,485,4,4804.92
1762,361,4,2011.76
3328,350,1,35.36
4129,17,9,10947.69
7555,380,6,648.18
9518,38,7,7346.43
3947,187,5,2502.75
7990,33,6,4936.86
2651,370,10,16530.5
6385,460,8,5720.8
4457,54,4,6819.04
4092,343,2,1910.6
9444,424,2,1173.0
1069,439,3,3637.8
3989,76,9,16554.69
6006,290,5,5341.7
5704,326,3,2392.23
1591,293,5,7715.55
9612,441,5,8956.1
8766,28,6,846.66
2849,264,7,10090.5
4516,54,9,15342.84
7337,18,2,1569.18
9077,336,3,4182.69
9528,213,1,829.27
465,370,3,4959.15
5696,426,4,6431.84
1110,381,6,5927.04
4280,157,5,856.15
3040,59,4,5525.8
6653,253,3,169.14
3901,488,6,10026.9
5868,130,9,12358.98
6664,178,8,12095.92
2673,414,8,936.56
4069,271,7,140.7
2655,361,3,1508.82
4162,403,7,1274.56
3671,338,10,1751.3
5466,283,6,11817.9
5933,39,5,8785.75
4106,387,3,5522.16
595,347,4,3416.8
2299,243,8,2548.08
7309,11,10,9142.4
9044,376,10,3349.7
7816,497,6,10105.2
7040,469,2,1475.76
2021,134,1,475.79
2315,185,6,270.9
5397,346,10,19012.9
602,86,9,3491.19
3952,128,9,17966.34
4224,12,1,1105.16
6449,319,7,4759.02
3503,275,3,686.16
5450,295,7,3559.99
5908,316,4,7602.08
9444,35,5,2310.1
8608,206,6,4041.66
7963,497,7,11789.4
97,304,4,5362.08
4295,477,8,3382.24
7572,104,7,4754.26
1428,41,1,702.64
9054,272,8,14072.64
283,250,8,8869.92
8235,404,6,3262.2
4045,273,5,2541.9
8112,454,10,1173.2
5791,308,4,6024.96
8425,22,5,3681.15
1889,34,2,3887.26
7260,64,3,1025.46
2638,427,3,2690.49
69,254,3,1438.35
8593,234,3,1063.92
1532,342,1,1096.83
5774,345,3,4653.66
3461,217,7,11002.46
7201,261,2,3377.02
3768,276,10,17397.0
3466,337,9,11861.73
5531,65,2,2339.08
8883,256,4,6444.52
4722,131,8,3114.48
2354,500,2,926.98
9918,492,1,194.59
8597,115,5,8633.7
3540,103,1,587.59
208,388,6,8043.78
5367,272,10,17590.8
5160,281,6,2159.52
6618,445,5,9031.95
2007,395,10,12837.6
9331,83,8,3256.32
2630,140,7,103.95
5927,90,1,208.12
5444,298,2,358.66
217,176,5,6409.15
8876,76,2,3678.82
5907,489,4,3798.24
5824,92,5,9617.85
1443,226,4,6619.72
3704,455,1,1117.33
1555,97,10,4470.7
1938,144,4,5629.36
8314,487,2,3076.38
8800,421,9,9250.29
1347,453,7,9953.09
5306,273,5,2541.9
558,50,1,611.06
1684,342,6,6580.98
9307,19,6,2724.96
2342,404,2,1087.4
3196,420,10,16776.9
6571,228,7,6464.99
672,258,4,2961.24
8637,87,9,12172.23
4480,450,9,17885.25
2527,70,10,13958.6
7091,204,6,1084.26
6088,429,1,1010.12
5379,336,7,9759.61
4699,362,2,3616.96
690,298,10,1793.3
8416,42,6,6600.9
9171,224,1,1874.83
7222,57,5,6077.8
4494,196,7,4755.1
3444,102,4,1590.68
1473,56,3,1874.37
5896,233,2,799.04
5571,310,9,17163.63
7597,316,7,13303.64
5512,453,1,1421.87
4827,289,5,9262.55
9464,138,4,2714.44
8767,263,1,1817.77
3926,232,2,430.78
8763,90,6,1248.72
7884,263,8,14542.16
419,121,8,875.68
2836,327,6,11515.5
6148,396,10,3664.4
7626,424,10,5865.0
9033,311,8,10461.12
9265,152,4,5216.8
7323,298,1,179.33
9064,341,3,5685.51
482,50,4,2444.24
6795,297,5,1983.0
3764,247,2,2486.26
4229,327,6,11515.5
3818,73,2,2131.94
5177,451,9,1118.7
2883,397,2,989.26
6130,393,6,5155.86
1909,497,4,6736.8
2792,376,1,334.97
2534,263,8,14542.16
9522,435,3,618.57
6356,75,4,3063.56
9422,368,5,8852.9
1646,264,10,14415.0
8235,102,7,2783.69
8057,87,3,4057.41
7744,292,2,278.48
6543,387,7,12885.04
1242,303,4,1421.16
8597,405,5,1254.7
1601,498,4,2711.12
2738,387,1,1840.72
2215,145,4,4950.8
2499,463,5,1223.9
9731,142,8,4359.12
8567,193,10,8211.4
4803,471,6,10538.4
9628,30,10,12870.4
4773,405,9,2258.46
4351,408,10,14918.2
3264,332,5,7608.2
9268,495,5,5930.05
7170,40,9,2294.19
1921,319,9,6118.74
7005,482,1,1596.9
6322,197,3,3242.55
5225,443,4,7733.24
4970,168,8,11747.28
5441,473,5,5315.25
5368,328,1,146.98
461,395,9,11553.84
9631,28,8,1128.88
560,189,10,19374.2
7585,187,5,2502.75
1443,348,3,3958.41
5759,247,7,8701.91
5519,410,4,1164.16
785,449,1,446.83
2378,212,6,7533.96
8192,214,8,13461.92
7053,448,3,3581.97
7856,457,10,4967.5
8912,367,9,2211.03
4724,330,10,7864.7
3513,458,7,8095.15
1761,398,3,5780.49
1109,216,7,3379.18
4195,377,8,7157.12
7050,216,3,1448.22
6166,114,10,18137.4
8808,478,8,10943.36
7159,107,6,6627.9
1971,204,9,1626.39
6449,118,2,2122.44
9948,416,2,3271.64
8526,450,9,17885.25
9647,126,6,9695.82
3633,384,7,10185.91
5320,412,2,802.52
1914,300,4,6946.0
1875,440,9,3765.51
570,393,9,7733.79
7963,204,6,1084.26
8711,406,1,1727.96
4305,310,8,15256.56
4838,292,3,417.72
1401,275,1,228.72
8473,316,7,13303.64
2216,40,9,2294.19
2196,294,3,287.31
2392,402,2,2236.8
6800,418,7,10793.93
1956,338,8,1401.04
2307,41,7,4918.48
1308,370,3,4959.15
9960,35,5,2310.1
2141,221,8,9335.28
78,222,3,4441.95
218,172,1,1357.89
5117,222,9,13325.85
4738,322,2,54.2
1572,144,10,14073.4
5282,301,5,2782.1
8908,488,9,15040.35
5664,449,8,3574.64
4680,109,7,6550.04
9598,126,10,16159.7
2128,89,6,2839.14
747,367,5,1228.35
1957,197,10,10808.5
618,231,8,3155.12
2877,293,3,4629.33
4814,335,5,3188.95
1988,324,2,669.36
9905,205,9,9893.97
7579,203,7,4241.65
8996,313,9,3646.35
9268,14,1,1770.32
5157,197,9,9727.65
5350,112,10,4341.4
3229,313,4,1620.6
4925,481,8,13523.92
5030,219,6,454.5
1516,34,6,11661.78
2675,35,3,1386.06
5867,81,2,3934.54
2209,307,4,5398.48
8276,133,3,5758.29
2152,221,2,2333.82
6566,198,5,6908.9
3496,482,1,1596.9
7457,254,9,4315.05
8607,183,8,13603.68
7579,272,10,17590.8
6741,40,9,2294.19
5186,421,4,4111.24
3075,342,6,6580.98
4540,313,2,810.3
4819,384,3,4365.39
8445,373,8,15744.0
7816,211,10,13380.6
458,33,8,6582.48
1338,96,10,12198.9
3006,14,8,14162.56
6641,49,7,12615.19
5661,59,3,4144.35
5090,326,5,3987.05
1074,257,8,5008.48
1330,248,7,3415.65
4703,6,3,4129.89
7971,490,2,583.4
1008,32,3,1900.95
4640,426,5,8039.8
7291,424,4,2346.0
9636,433,4,4350.32
8717,235,8,4409.52
9788,329,4,7867.48
7887,262,9,12201.39
9172,456,6,8298.36
955,473,7,7441.35
4727,316,2,3801.04
5189,128,1,1996.26
5783,493,5,3920.3
1473,433,10,10875.8
3333,159,2,2712.9
826,247,9,11188.17
9156,50,1,611.06
4659,23,9,7398.81
2270,130,4,5492.88
3835,375,6,2054.16
8409,407,6,1526.46
1885,178,2,3023.98
9239,310,3,5721.21
7377,49,6,10813.02
4676,331,3,1269.15
1792,111,6,6430.62
5291,263,7,12724.39
9621,444,2,1796.84
2836,478,1,1367.92
8544,420,1,1677.69
4590,245,6,2420.22
1395,21,1,1400.51
815,451,1,124.3
9324,350,10,353.6
654,25,10,18237.8
9973,379,3,1910.82
3684,373,10,19680.0
7718,62,10,8577.2
491,338,9,1576.17
4668,277,6,6465.36
4551,407,7,1780.87
5054,57,3,3646.68
7907,101,2,2655.06
7605,329,4,7867.48
6264,183,7,11903.22
923,337,1,1317.97
9217,69,3,5819.34
4407,188,4,2614.44
9128,488,10,16711.5
6360,100,3,2032.77
1598,230,9,579.33
2534,178,1,1511.99
7611,87,6,8114.82
7332,11,2,1828.48
4110,390,9,13268.16
8090,359,9,7217.28
5927,481,5,8452.45
2544,71,5,9739.8
2527,434,8,14318.88
4977,315,2,3237.36
2694,265,2,2802.46
5208,263,6,10906.62
6062,388,5,6703.15
437,483,4,992.04
8578,60,5,5699.95
2634,192,9,11667.24
5256,380,7,756.21
44,110,6,9187.14
9765,354,7,12852.98
4124,408,7,10442.74
5952,409,3,911.07
1682,89,5,2365.95
6869,162,7,5347.58
1574,324,9,3012.12
511,18,10,7845.9
7835,424,3,1759.5
129,105,1,1663.83
7487,445,3,5419.17
3724,99,3,1410.0
6893,84,2,2778.0
4785,138,5,3393.05
1873,331,10,4230.5
5346,78,1,1738.96
775,285,8,7699.68
9945,468,8,5243.52
6455,395,4,5135.04
6784,224,3,5624.49
2653,426,6,9647.76
8191,86,3,1163.73
7655,417,7,4538.24
5925,485,8,9609.84
2141,61,2,1541.32
5525,80,7,4051.32
3277,381,7,6914.88
3734,342,10,10968.3
6760,451,2,248.6
9162,416,3,4907.46
2693,99,1,470.0
5982,50,2,1222.12
7163,495,1,1186.01
1645,46,7,2065.63
9569,44,7,7463.47
3429,483,8,1984.08
2311,203,10,6059.5
6336,79,8,8805.52
6839,372,4,4193.16
4705,215,7,11158.63
4234,221,9,10502.19
8828,434,9,16108.74
1124,419,8,10124.96
4808,85,7,6254.78
8561,152,7,9129.4
7244,344,7,11783.38
5650,425,8,1650.72
1757,140,9,133.65
2800,428,7,13144.39
8511,105,2,3327.66
3820,416,5,8179.1
4545,485,2,2402.46
4943,6,6,8259.78
9561,430,1,761.26
5757,176,8,10254.64
6031,37,6,3033.24
3323,475,4,3520.04
260,453,3,4265.61
3139,225,5,2850.15
7827,308,10,15062.4
5306,361,5,2514.7
3544,75,10,7658.9
8967,448,6,7163.94
6540,478,2,2735.84
1963,232,7,1507.73
6528,177,6,796.02
2459,490,3,875.1
4347,199,4,1874.88
8132,21,4,5602.04
1266,286,10,10025.1
3124,105,3,4991.49
1499,481,6,10142.94
5278,26,2,1366.14
7620,133,9,17274.87
5552,193,6,4926.84
4679,103,8,4700.72
9129,500,4,1853.96
7348,112,3,1302.42
1772,169,3,4405.92
7270,34,3,5830.89
4179,215,9,14346.81
4442,265,4,5604.92
8152,263,4,7271.08
9066,208,4,3861.48
6770,241,10,15793.3
7693,87,7,9467.29
1228,398,5,9634.15
7213,65,8,9356.32
6455,116,1,805.04
3645,223,2,3030.16
5966,22,9,6626.07
8641,220,8,3122.16
6099,40,9,2294.19
8235,23,1,822.09
5599,376,10,3349.7
6868,439,2,2425.2
5536,234,1,354.64
6093,331,4,1692.2
3074,172,5,6789.45
4042,253,1,56.38
3420,447,3,2555.22
8901,272,2,3518.16
4691,145,5,6188.5
567,439,4,4850.4
3777,273,7,3558.66
4844,103,3,1762.77
2372,112,7,3038.98
9226,40,1,254.91
545,196,3,2037.9
1421,86,4,1551.64
1366,421,1,1027.81
4776,145,2,2475.4
1303,317,8,13325.52
4244,173,8,6575.92
4126,391,8,5158.88
908,26,1,683.07
5603,23,8,6576.72
9481,251,3,5723.28
6534,43,1,162.69
6833,193,3,2463.42
4787,40,5,1274.55
2538,256,10,16111.3
3725,208,8,7722.96
7579,109,10,9357.2
7128,257,4,2504.24
2524,353,8,7335.28
6489,456,2,2766.12
1795,183,6,10202.76
331,250,4,4434.96
4671,414,7,819.49
543,255,8,6165.68
8248,314,3,911.37
5067,402,9,10065.6
5861,36,3,2604.87
2099,439,2,2425.2
2558,296,8,8606.56
4574,497,1,1684.2
528,403,1,182.08
1849,124,4,929.64
2681,309,9,3171.15
4597,222,6,8883.9
6649,217,3,4715.34
7965,30,5,6435.2
8802,163,9,8011.71
5260,279,3,2865.96
7225,322,5,135.5
1359,51,4,2892.72
4379,74,3,5041.89
7909,167,5,8815.9
7678,148,3,472.32
689,351,1,373.6
6177,335,6,3826.74
4704,442,5,8347.6
5963,29,9,13415.4
4411,71,9,17531.64
1766,83,8,3256.32
4552,63,6,6175.56
4981,18,2,1569.18
1859,107,9,9941.85
5519,321,8,6761.92
7769,147,5,556.3
2134,329,5,9834.35
9326,24,9,3619.44
2683,80,2,1157.52
9555,111,5,5358.85
68,150,3,840.93
3310,99,4,1880.0
5799,227,9,1337.49
8534,381,3,2963.52
9009,3,1,513.06
9246,124,3,697.23
2260,283,5,9848.25
3907,366,6,205.38
9715,193,10,8211.4
2060,321,8,6761.92
9286,3,8,4104.48
4838,70,8,11166.88
5206,18,9,7061.31
470,300,8,13892.0
2630,450,1,1987.25
4006,347,5,4271.0
2244,237,5,9696.0
6184,106,3,741.45
6781,284,10,9153.0
5046,447,1,851.74
9444,495,9,10674.09
7133,395,4,5135.04
5083,441,9,16120.98
2573,234,6,2127.84
1057,62,5,4288.6
2369,290,5,5341.7
4431,162,9,6875.46
9191,265,10,14012.3
41,298,4,717.32
2957,152,4,5216.8
5261,302,8,117.04
3334,135,2,2925.96
4657,260,10,8078.8
1936,467,2,1590.82
9613,271,7,140.7
5781,292,8,1113.92
4058,25,1,1823.78
3423,18,10,7845.9
7637,411,6,781.44
4207,138,5,3393.05
2856,241,5,7896.65
9152,352,3,4105.92
9996,299,9,5006.7
2420,184,7,10990.7
9860,37,1,505.54
863,294,8,766.16
4359,121,2,218.92
3325,248,4,1951.8
5840,333,5,9826.6
6720,172,10,13578.9
299,401,7,12765.97
9054,348,3,3958.41
6093,205,4,4397.32
3341,447,7,5962.18
7210,361,7,3520.58
2337,438,10,1668.6
1706,178,7,10583.93
372,163,4,3560.76
8092,257,8,5008.48
6787,41,7,4918.48
3159,392,9,4912.29
1638,3,8,4104.48
842,93,10,6340.9
1017,18,9,7061.31
7746,381,4,3951.36
6006,344,4,6733.36
2841,62,3,2573.16
4528,492,6,1167.54
5366,8,1,1107.13
4943,304,2,2681.04
4489,151,7,5676.51
9822,241,1,1579.33
5811,187,4,2002.2
4509,462,6,1226.16
4161,197,4,4323.4
2412,365,2,3397.74
2524,255,2,1541.42
5159,130,3,4119.66
8920,98,8,4178.88
6185,84,8,11112.0
7841,253,1,56.38
2561,208,8,7722.96
7618,442,5,8347.6
4249,102,1,397.67
3009,23,5,4110.45
2219,366,10,342.3
281,340,2,3913.3
7893,244,1,1950.65
256,482,4,6387.6
7870,96,6,7319.34
7373,450,6,11923.5
4769,421,2,2055.62
8162,327,2,3838.5
2667,277,4,4310.24
8451,118,9,9550.98
7101,319,2,1359.72
2223,372,3,3144.87
3603,438,3,500.58
3849,108,10,549.5
7486,372,9,9434.61
5287,280,3,2532.03
4937,19,5,2270.8
9301,188,9,5882.49
5891,494,1,1319.86
7184,386,8,7250.56
1908,239,10,7922.5
8326,470,3,1713.45
8620,243,4,1274.04
7029,482,1,1596.9
5657,203,1,605.95
512,146,9,9621.99
4930,215,10,15940.9
3049,256,5,8055.65
2359,44,6,6397.26
2701,225,10,5700.3
676,75,7,5361.23
620,402,8,8947.2
7977,68,5,3612.1
3809,79,4,4402.76
2412,52,10,6405.0
5445,254,7,3356.15
5698,461,5,2273.35
1562,123,3,2554.29
7656,461,2,909.34
1471,153,2,3825.54
1445,254,4,1917.8
1771,440,2,836.78
1062,284,8,7322.4
1524,445,7,12644.73
2163,303,6,2131.74
2745,150,1,280.31
3677,437,7,10748.08
3277,381,6,5927.04
3270,298,5,896.65
7336,486,7,5867.12
5604,261,3,5065.53
7710,98,4,2089.44
9728,234,10,3546.4
4235,328,6,881.88
2685,240,4,2989.8
7556,446,7,10722.11
6934,308,1,1506.24
3243,499,5,313.65
4407,228,8,7388.56
2977,252,10,14127.8
6906,336,9,12548.07
4119,380,5,540.15
8540,54,9,15342.84
7049,394,9,5647.86
6693,500,4,1853.96
8660,292,4,556.96
4658,51,7,5062.26
9465,49,3,5406.51
1589,97,10,4470.7
970,257,3,1878.18
7494,458,10,11564.5
5968,472,6,6292.38
4881,350,10,353.6
2237,200,5,7102.05
1015,356,3,2357.43
2003,464,6,1652.34
826,185,5,225.75
7517,65,4,4678.16
7320,60,8,9119.92
8893,374,6,2622.3
869,104,8,5433.44
669,220,7,2731.89
1870,21,4,5602.04
5785,427,7,6277.81
3612,372,6,6289.74
9557,228,3,2770.71
8149,482,4,6387.6
2372,190,1,1755.34
4392,319,3,2039.58
6244,368,5,8852.9
8784,330,4,3145.88
6644,227,5,743.05
173,388,3,4021.89
3026,10,6,4338.6
9629,444,4,3593.68
1851,20,5,3882.95
523,18,7,5492.13
3133,4,9,4325.04
5068,312,6,8547.9
3134,71,1,1947.96
1111,456,1,1383.06
9925,410,4,1164.16
1277,180,10,1561.6
7761,196,9,6113.7
9003,10,10,7231.0
3234,75,6,4595.34
7884,370,1,1653.05
9124,224,4,7499.32
2672,496,3,521.7
782,101,2,2655.06
6410,430,7,5328.82
6453,417,2,1296.64
1315,31,6,7427.64
6946,426,7,11255.72
3511,397,6,2967.78
6422,459,7,5095.58
8858,330,10,7864.7
5037,191,1,265.87
229,435,3,618.57
1793,485,9,10811.07
3809,11,2,1828.48
1604,101,10,13275.3
1985,92,5,9617.85
6902,5,2,1781.78
5821,452,2,2818.38
8174,193,8,6569.12
8670,217,8,12574.24
5373,279,3,2865.96
834,200,9,12783.69
4883,206,3,2020.83
3809,456,4,5532.24
4598,26,8,5464.56
1223,229,6,5592.72
637,74,4,6722.52
779,61,2,1541.32
5180,119,10,1915.6
5671,20,6,4659.54
6209,477,9,3805.02
1844,21,5,7002.55
8921,396,1,366.44
9504,200,8,11363.28
2802,372,7,7338.03
821,216,6,2896.44
5931,42,4,4400.6
1492,305,3,182.91
7854,205,10,10993.3
424,17,2,2432.82
9249,408,3,4475.46
7182,331,4,1692.2
1221,351,2,747.2
4913,270,9,935.91
3814,412,8,3210.08
2108,230,3,193.11
1372,205,4,4397.32
6362,15,9,8458.02
8482,451,1,124.3
9697,423,5,2791.0
7707,77,1,1584.28
6186,445,8,14451.12
5255,423,10,5582.0
7797,224,5,9374.15
4732,440,7,2928.73
3131,177,9,1194.03
7017,191,7,1861.09
1150,116,5,4025.2
4859,92,3,5770.71
4009,48,2,1949.06
5266,404,10,5437.0
646,486,9,7543.44
4892,341,6,11371.02
9917,169,8,11749.12
485,230,7,450.59
3778,354,7,12852.98
4316,320,1,319.12
7397,273,10,5083.8
9580,404,8,4349.6
9254,292,7,974.68
109,468,9,5898.96
8178,337,1,1317.97
4592,422,2,2398.66
9290,80,2,1157.52
5206,394,6,3765.24
7649,28,1,141.11
5005,129,5,2015.9
