order_id,customer_id,order_date,total_amount
111,2283,2024-08-30,2295.7
112,2957,2024-12-13,2262.0
113,6004,2025-03-07,1396.19
114,3363,2025-02-15,804.91
115,6794,2025-01-11,1020.08
116,9394,2025-03-04,2389.44
117,3164,2024-05-21,153.93
118,6074,2025-03-10,4969.92
119,6094,2024-07-10,3526.33
120,5458,2024-09-10,2895.22
121,7457,2024-07-09,1493.12
122,3987,2024-08-06,4174.32
123,6872,2024-07-18,4312.72
124,2709,2024-08-07,3952.42
125,5740,2024-06-22,591.07
126,4894,2024-11-07,3729.7
127,8238,2025-01-03,1555.53
128,9020,2024-11-07,4770.31
129,7907,2024-05-17,1927.13
130,3473,2024-07-30,3567.97
131,842,2024-12-30,948.24
132,9621,2024-05-07,1815.56
133,4751,2024-04-18,1044.07
134,7949,2025-01-29,4217.28
135,5639,2024-12-20,3407.86
136,9605,2025-03-09,2005.5
137,4747,2024-12-19,1607.78
138,1539,2024-08-16,294.85
139,1683,2024-05-23,930.9
140,3213,2024-09-01,1406.21
141,3421,2024-10-01,4433.97
142,7742,2024-07-22,3044.4
143,8042,2024-10-17,2158.4
144,5144,2025-02-25,362.36
145,7195,2024-08-22,1108.2
146,6037,2024-12-20,2764.08
147,8523,2024-09-22,281.46
148,2617,2024-07-03,2659.6
149,9619,2024-10-28,4002.32
150,1895,2024-03-28,4866.59
151,84,2024-06-15,3873.83
152,4102,2024-09-25,137.01
153,2931,2025-01-23,904.53
154,2166,2025-02-21,1237.48
155,1447,2024-12-11,3806.72
156,2938,2024-11-12,2424.08
157,475,2024-03-30,3276.48
158,8159,2024-05-30,1373.22
159,8591,2024-12-12,3890.82
160,7819,2024-05-22,1652.73
161,9259,2024-11-05,3425.49
162,2044,2024-10-24,4424.56
163,6776,2024-04-22,3323.49
164,3059,2024-12-08,3637.06
165,9774,2025-02-21,4708.65
166,1533,2025-01-05,419.89
167,1322,2024-12-30,2576.85
168,5409,2024-08-04,2945.03
169,8460,2024-04-24,3653.89
170,9544,2024-08-18,99.12
171,3906,2024-07-03,3968.99
172,2987,2025-02-20,4530.15
173,5356,2024-04-11,983.41
174,8036,2024-12-20,2766.92
175,4563,2024-11-21,2908.04
176,921,2024-12-17,3787.86
177,3825,2024-08-19,1323.49
178,6460,2024-12-29,1086.48
179,6644,2024-09-18,889.16
180,5228,2024-03-22,240.67
181,8717,2024-03-22,249.91
182,2788,2024-10-11,333.19
183,1267,2024-07-24,4084.24
184,8434,2025-02-27,2850.28
185,4771,2024-09-02,2854.92
186,9195,2024-04-20,1713.03
187,7586,2024-07-08,907.4
188,3151,2025-03-11,2825.85
189,9501,2025-01-20,760.94
190,6231,2024-04-12,2258.17
191,8841,2024-07-22,4715.53
192,3464,2024-06-22,403.11
193,7165,2024-04-10,3745.27
194,7221,2024-09-03,4573.87
195,3730,2024-03-30,1881.11
196,1930,2024-05-06,1689.25
197,7006,2024-03-30,205.85
198,4404,2024-07-27,1810.63
199,6105,2025-01-12,4035.02
200,8089,2025-01-11,1566.19
201,2180,2024-11-30,2048.78
202,240,2024-10-14,1854.76
203,2694,2025-02-07,812.32
204,7314,2024-06-25,1600.59
205,6825,2024-10-10,4338.41
206,2620,2025-03-12,3533.36
207,8041,2024-04-13,585.85
208,8535,2024-12-15,2151.82
209,9281,2024-10-13,1457.47
210,2946,2025-03-04,453.17
211,219,2024-05-02,1522.22
212,390,2024-06-13,4290.47
213,2514,2024-11-30,4166.91
214,8383,2024-05-12,1276.47
215,3639,2025-03-03,1079.8
216,8540,2024-11-11,516.72
217,8389,2025-02-09,1186.17
218,7211,2024-10-17,3759.54
219,3731,2025-02-15,1853.74
220,4801,2024-11-24,736.28
221,5533,2024-12-02,4358.76
222,3627,2024-08-19,4152.59
223,7807,2024-08-15,457.61
224,1601,2024-06-27,2662.07
225,1597,2024-07-12,3757.85
226,4028,2024-08-09,1324.3
227,5027,2024-09-21,1338.55
228,8435,2024-04-07,891.41
229,3760,2024-05-23,867.17
230,6964,2024-11-03,2678.94
231,113,2024-12-05,2453.98
232,9830,2024-04-07,4936.46
233,3513,2024-06-30,2080.99
234,1331,2024-05-01,2335.96
235,1522,2024-12-11,2211.29
236,7007,2024-06-24,2829.96
237,4910,2024-05-10,2683.44
238,7391,2024-11-26,1095.64
239,1752,2024-08-23,1285.13
240,119,2024-06-26,414.73
241,9813,2024-05-22,392.72
242,4732,2024-05-23,3887.29
243,8139,2024-09-09,4788.31
244,7817,2024-09-05,583.22
245,8905,2025-01-15,2972.07
246,4357,2024-04-26,4819.35
247,9456,2024-12-24,4082.16
248,5230,2024-07-08,1470.24
249,5981,2024-03-23,2683.86
250,6155,2024-05-01,1810.4
251,158,2024-09-19,1883.69
252,1264,2024-10-05,3794.02
253,5790,2024-05-11,4554.21
254,8208,2024-08-03,3343.71
255,8186,2025-03-14,3690.62
256,4173,2024-08-15,337.85
257,8885,2024-11-02,719.51
258,426,2024-07-30,4597.35
259,3598,2024-10-06,1767.15
260,8862,2024-04-07,1843.11
261,7244,2024-08-30,3180.28
262,7148,2024-06-23,583.24
263,1567,2024-08-15,2617.04
264,2334,2024-11-01,4112.47
265,5963,2024-07-29,1995.2
266,1674,2025-01-22,1964.25
267,9224,2025-03-05,2901.67
268,2471,2025-02-13,1785.34
269,8502,2024-12-08,2984.43
270,7995,2024-09-18,2586.61
271,4934,2024-04-03,948.55
272,5365,2024-12-23,3209.21
273,8071,2024-05-21,4503.19
274,5456,2024-08-18,3109.27
275,7004,2025-01-22,2011.69
276,5363,2024-11-20,1748.25
277,7608,2024-06-11,2997.29
278,3096,2024-06-21,4903.49
279,9125,2025-02-07,540.88
280,2672,2024-07-16,2516.93
281,2898,2024-10-28,1645.2
282,3445,2024-08-13,4100.66
283,7613,2025-02-05,3512.44
284,6733,2025-01-08,3983.41
285,9792,2024-06-12,1009.49
286,7296,2024-04-14,4870.74
287,6810,2025-02-20,4152.14
288,2737,2024-06-19,4964.94
289,2074,2025-01-15,1297.64
290,4155,2024-07-21,601.39
291,2079,2024-06-20,4932.5
292,7648,2025-01-12,1856.19
293,6773,2024-07-31,3365.56
294,8067,2024-08-15,1999.92
295,9176,2024-10-03,2679.18
296,2900,2025-02-05,3148.78
297,4086,2025-02-05,3942.32
298,9605,2024-06-24,4213.77
299,784,2024-11-11,37.6
300,942,2025-02-17,3346.15
301,5709,2024-06-24,1837.91
302,115,2024-08-04,1220.06
303,5618,2024-07-14,932.64
304,673,2024-08-10,1728.26
305,7552,2024-04-12,1648.68
306,8052,2024-04-19,3224.11
307,8572,2024-08-24,3642.6
308,6116,2024-07-08,4362.28
309,7512,2024-08-27,2409.94
310,1632,2024-11-27,3708.66
311,1529,2024-09-18,871.73
312,6445,2024-06-03,4603.16
313,6798,2024-09-21,3413.34
314,2669,2024-08-05,4065.34
315,8602,2024-04-15,2980.57
316,396,2025-02-08,841.75
317,2912,2024-11-25,1159.02
318,5413,2024-08-15,1495.31
319,5243,2025-01-22,4347.19
320,5905,2024-06-03,568.4
321,9841,2024-06-17,3175.03
322,6817,2024-05-09,2752.39
323,8989,2024-06-22,1589.53
324,8678,2024-09-30,4311.54
325,9929,2024-06-08,902.44
326,5539,2024-07-28,4023.29
327,8098,2024-06-15,2288.87
328,5504,2024-05-30,2976.93
329,3607,2024-12-30,3238.4
330,5304,2024-06-09,167.82
331,9022,2024-06-16,976.99
332,1941,2024-05-19,999.93
333,4527,2024-09-09,326.51
334,9657,2024-12-27,2582.66
335,4171,2024-06-06,2598.62
336,4946,2024-12-14,3502.37
337,6887,2024-07-09,3427.73
338,573,2024-03-30,4375.88
339,1985,2024-07-17,2467.99
340,802,2024-05-08,1580.51
341,1666,2025-02-25,130.91
342,8594,2024-08-05,4354.54
343,3228,2024-06-19,4552.89
344,8658,2024-06-16,4529.24
345,7937,2024-08-08,454.73
346,6281,2025-01-24,4823.45
347,1384,2024-06-30,2800.24
348,4592,2025-02-07,4429.76
349,9506,2025-01-08,1885.47
350,3235,2024-08-30,3703.38
351,3455,2024-09-17,2255.03
352,2660,2024-10-30,3810.61
353,9747,2024-09-27,572.08
354,1005,2024-11-21,3280.96
355,7202,2024-05-31,4180.24
356,3027,2024-12-20,573.42
357,2215,2025-01-16,1701.5
358,315,2024-10-16,4551.58
359,9053,2025-03-17,1412.98
360,4444,2024-05-17,4801.57
361,3952,2024-10-31,432.27
362,2619,2024-09-28,3651.77
363,7523,2024-12-16,1871.33
364,1961,2024-09-02,452.02
365,389,2025-02-19,3405.88
366,4337,2024-12-27,25.6
367,8691,2024-09-15,547.29
368,1320,2024-07-04,2401.19
369,7255,2025-01-08,2497.56
370,5141,2025-02-02,2791.92
371,3755,2025-01-19,2727.39
372,1341,2024-12-23,773.44
373,7756,2024-11-19,28.34
374,7087,2024-11-13,455.04
375,1171,2024-12-18,1103.0
376,6214,2024-04-28,4351.35
377,9982,2024-05-19,2422.73
378,1237,2024-09-07,4835.52
379,7970,2024-03-26,4060.06
380,4158,2024-10-05,1340.23
381,6845,2024-08-27,4809.79
382,1854,2024-06-08,4710.06
383,9655,2025-02-16,1204.82
384,3483,2024-08-08,2570.33
385,2169,2024-05-18,4964.5
386,9482,2024-04-02,1453.0
387,9142,2024-11-08,2153.67
388,8999,2025-03-15,2516.23
389,7246,2024-10-29,450.99
390,3665,2025-02-19,2304.35
391,5626,2024-10-15,2764.59
392,1279,2025-03-12,1440.26
393,7513,2024-06-26,4399.67
394,6264,2024-11-02,1101.26
395,5116,2024-05-09,4550.2
396,1351,2024-05-21,2196.4
397,29,2024-09-18,1561.85
398,8679,2024-07-26,3216.18
399,5672,2024-09-23,4901.74
400,9439,2025-02-16,1397.55
401,4758,2024-06-29,4443.85
402,8433,2024-04-19,3676.71
403,4770,2024-05-10,4251.07
404,25,2024-07-29,249.75
405,4400,2024-07-08,2855.46
406,1151,2024-04-27,3393.39
407,1689,2024-06-03,4588.0
408,2622,2024-07-17,4624.61
409,9173,2024-06-20,445.86
410,233,2024-07-08,4869.97
411,4635,2024-04-12,1934.85
412,6421,2024-11-06,3731.52
413,7406,2024-11-27,767.23
414,823,2024-04-17,1226.51
415,9768,2024-06-30,744.08
416,5564,2025-03-15,2299.4
417,780,2024-07-24,1692.22
418,1141,2024-11-24,4107.57
419,8618,2024-08-25,4819.11
420,3684,2025-01-25,798.44
421,4959,2024-07-12,1374.87
422,6640,2025-03-19,1297.06
423,3959,2025-02-15,316.52
424,1667,2024-11-07,1289.8
425,9248,2024-09-28,3775.58
426,763,2024-05-10,4738.34
427,8610,2024-04-26,57.58
428,8660,2024-06-19,2536.32
429,358,2024-10-30,3283.13
430,9436,2025-03-18,2507.69
431,8864,2025-02-06,958.51
432,3104,2024-06-22,1601.49
433,3627,2025-03-09,540.81
434,902,2024-04-27,1159.4
435,5543,2024-11-27,3111.6
436,3558,2024-04-30,261.96
437,7129,2025-02-05,1463.34
438,8611,2025-02-02,407.1
439,5074,2024-03-23,715.65
440,9798,2024-06-10,3260.09
441,7293,2025-02-13,752.55
442,7654,2024-09-29,3664.24
443,3059,2024-09-10,360.39
444,6327,2024-04-13,4992.32
445,697,2025-02-04,2278.8
446,8838,2024-04-07,395.12
447,9076,2024-04-06,389.33
448,1177,2024-06-16,1099.56
449,729,2024-03-30,1521.59
450,4988,2025-03-06,2005.41
451,459,2024-09-01,4767.14
452,4083,2025-02-23,2474.61
453,4505,2024-08-14,183.46
454,1133,2024-07-18,3120.51
455,5737,2024-10-09,2725.9
456,1807,2024-06-26,1166.82
457,5348,2024-11-01,75.76
458,3894,2024-11-08,2264.2
459,7452,2025-03-15,3361.4
460,6942,2024-10-03,921.3
461,6128,2024-12-01,276.81
462,7716,2024-10-03,1620.22
463,7495,2024-08-12,4368.11
464,9333,2024-10-12,840.25
465,4215,2024-11-27,972.59
466,2360,2025-03-22,2510.64
467,1247,2024-12-15,3525.19
468,5891,2024-05-27,4601.05
469,3403,2024-10-13,3350.79
470,513,2025-02-07,1294.75
471,6596,2024-06-11,2301.36
472,3267,2024-06-18,3560.32
473,653,2024-11-22,1861.29
474,6249,2024-11-09,1846.99
475,8926,2024-06-11,594.54
476,5615,2024-04-09,3966.56
477,7014,2024-12-02,4785.13
478,5940,2024-04-20,4459.63
479,7836,2024-06-14,3417.56
480,2000,2025-03-11,924.16
481,8601,2024-04-05,4747.88
482,1025,2024-04-19,4700.29
483,2698,2024-03-22,1680.2
484,9856,2024-04-22,2681.52
485,2900,2024-07-04,2112.27
486,3659,2025-01-28,1597.19
487,1599,2024-10-25,3841.54
488,8979,2024-05-10,2315.54
489,2082,2024-07-07,410.21
490,434,2025-01-18,3403.07
491,1277,2024-12-30,2676.49
492,2349,2024-09-07,2766.41
493,8548,2024-12-29,4827.08
494,8795,2024-04-20,1042.33
495,7467,2024-03-23,4668.95
496,2989,2024-06-12,3099.11
497,7543,2024-11-17,1463.23
498,1654,2024-08-17,1277.92
499,8123,2024-10-27,4863.81
500,6950,2024-06-09,196.98
501,5355,2024-09-13,4521.02
502,3949,2024-09-12,3937.36
503,200,2024-03-30,4735.59
504,6445,2024-06-27,762.53
505,5134,2024-05-13,650.34
506,4488,2025-02-14,4956.11
507,4399,2024-06-09,143.0
508,1349,2024-05-07,4739.3
509,9610,2024-12-15,3095.41
510,7826,2025-01-19,2683.12
511,1821,2024-06-24,4026.79
512,3311,2024-10-17,2195.45
513,7210,2024-12-28,2509.18
514,81,2024-04-14,1288.21
515,6706,2024-10-11,4644.14
516,8766,2024-12-01,2401.11
517,3664,2024-05-17,4897.68
518,2906,2025-03-19,368.93
519,4841,2025-02-06,369.86
520,3456,2025-01-23,2261.24
521,2604,2024-12-13,928.58
522,5078,2024-09-01,3496.74
523,7009,2025-01-17,936.02
524,6908,2025-02-06,3721.23
525,9201,2025-03-22,2046.94
526,8572,2024-10-30,395.18
527,2462,2025-01-26,875.04
528,3505,2025-02-25,900.66
529,8112,2024-09-25,3762.53
530,6807,2025-03-16,1075.23
531,2162,2025-01-16,3246.19
532,2028,2025-03-08,1611.0
533,3609,2024-04-23,794.67
534,6088,2024-03-30,1125.16
535,9871,2024-11-15,1099.63
536,6787,2024-07-21,3762.02
537,6000,2024-09-07,4436.14
538,5184,2024-09-14,4333.37
539,7482,2024-04-30,3952.74
540,4015,2024-07-24,1787.9
541,6762,2025-03-09,3356.67
542,5032,2024-11-04,3812.03
543,5192,2025-02-03,1748.36
544,9409,2024-10-09,4624.18
545,1813,2025-03-20,2023.31
546,8070,2025-03-16,3605.2
547,3331,2024-08-16,4791.28
548,9878,2024-07-25,1834.96
549,1720,2024-10-10,3478.45
550,3059,2024-06-11,1048.74
551,8897,2024-12-14,214.19
552,4148,2024-05-30,301.38
553,8721,2024-05-04,428.16
554,519,2024-12-24,4540.17
555,2083,2024-09-13,542.62
556,6767,2024-11-25,3880.33
557,6481,2024-12-02,4286.75
558,3777,2024-05-28,4963.32
559,4804,2024-12-27,949.84
560,9894,2025-02-19,2814.18
561,628,2024-12-10,2094.65
562,2359,2024-08-06,2562.89
563,1016,2024-08-11,1701.43
564,7630,2024-11-20,1737.88
565,8032,2024-12-02,2790.26
566,4191,2024-12-09,1895.86
567,6789,2024-12-18,715.53
568,8874,2024-10-13,3602.57
569,8028,2024-04-16,4999.64
570,3418,2024-08-09,1805.46
571,8244,2025-01-09,3426.33
572,5626,2024-10-28,1341.0
573,8184,2024-12-29,2572.03
574,270,2024-06-09,2318.03
575,9804,2024-12-29,2395.68
576,7982,2024-10-19,2245.84
577,9951,2024-08-19,3834.46
578,5595,2024-08-05,1736.64
579,1393,2024-06-03,3364.74
580,8157,2024-08-21,1841.81
581,5921,2024-09-16,4822.3
582,3450,2025-03-11,2286.38
583,4183,2025-03-17,2130.88
584,1786,2024-04-01,4421.68
585,709,2024-04-13,1309.54
586,6562,2024-05-01,1905.6
587,7086,2024-11-14,2750.78
588,9738,2024-05-03,342.66
589,8705,2024-08-01,4620.54
590,1415,2024-11-24,4351.09
591,8882,2024-06-04,3886.17
592,6177,2024-08-06,3810.53
593,8222,2024-10-15,3219.01
594,6836,2024-08-25,2160.9
595,4060,2024-05-12,2569.35
596,1316,2025-01-26,4646.13
597,2032,2024-10-10,1772.83
598,9530,2024-10-14,3154.97
599,8462,2024-04-14,2389.45
600,2862,2024-10-28,156.85
601,39,2024-06-07,3136.33
602,968,2024-06-07,787.66
603,9634,2024-11-01,1220.64
604,9632,2025-02-20,2930.02
605,3187,2024-07-17,1465.82
606,3489,2024-11-22,1050.06
607,1720,2024-07-21,631.09
608,5744,2024-07-19,3689.95
609,278,2024-09-20,2562.67
610,7356,2025-03-21,3596.86
611,9787,2024-05-07,784.73
612,209,2025-02-20,3450.0
613,1420,2024-12-30,2442.09
614,7777,2024-11-06,3494.02
615,7658,2024-09-11,4225.65
616,8778,2024-06-16,2251.89
617,6663,2024-05-12,4202.86
618,2305,2025-01-19,4388.85
619,151,2024-08-18,2736.76
620,5231,2025-02-18,3243.94
621,5808,2025-02-16,876.84
622,2947,2024-12-29,106.22
623,1311,2024-07-03,3564.26
624,8502,2024-06-08,4031.17
625,9049,2024-09-23,3231.76
626,8935,2024-04-14,165.39
627,7697,2024-05-19,2079.26
628,1253,2024-05-28,4000.57
629,1935,2024-09-15,416.36
630,6248,2025-03-12,1665.06
631,4124,2024-06-29,3907.56
632,5912,2024-11-10,1240.47
633,2659,2024-12-03,3266.2
634,2384,2024-05-28,4817.51
635,9276,2025-02-01,4360.17
636,5134,2024-03-23,2697.35
637,941,2024-03-23,1473.8
638,2088,2024-11-08,4022.18
639,5394,2024-09-09,3294.03
640,4491,2024-05-16,2148.06
641,6417,2024-12-18,3217.89
642,4066,2024-09-18,994.8
643,3912,2024-05-28,2372.95
644,8290,2024-12-09,1964.19
645,2114,2024-05-25,1609.31
646,9734,2025-01-05,3674.69
647,6381,2025-03-09,2566.51
648,53,2024-06-27,1019.01
649,977,2025-02-01,3293.89
650,7299,2025-03-12,2285.23
651,9262,2024-10-07,3302.65
652,4443,2025-02-15,3539.24
653,2781,2024-09-24,4300.87
654,5422,2024-12-23,4132.43
655,4905,2024-07-25,96.46
656,3084,2025-02-07,3952.35
657,1515,2024-05-30,2407.87
658,3444,2024-09-04,1143.31
659,242,2024-10-03,4864.03
660,7056,2025-02-06,1397.77
661,8029,2024-09-04,2377.67
662,3651,2025-02-20,4879.13
663,1081,2024-10-12,3562.97
664,229,2024-05-12,4767.94
665,469,2024-10-09,3750.43
666,4667,2025-03-09,3919.46
667,8017,2024-07-20,1928.02
668,2740,2024-11-02,819.48
669,6229,2024-12-05,1117.84
670,6187,2024-08-31,3054.33
671,6514,2024-05-24,4954.91
672,6532,2024-04-11,1893.67
673,4726,2024-05-25,2663.22
674,7221,2024-12-24,4429.79
675,1392,2024-04-23,2410.31
676,6035,2024-05-31,3332.29
677,704,2024-05-29,2426.37
678,7679,2024-05-28,2223.55
679,3437,2024-05-24,2883.27
680,5961,2024-10-17,3969.93
681,4875,2024-03-30,1520.36
682,9789,2025-03-19,3460.77
683,7723,2024-10-23,3557.14
684,7770,2024-04-17,1820.25
685,1473,2024-09-04,4844.28
686,6462,2024-12-01,3187.8
687,5580,2024-09-18,4654.82
688,623,2024-10-11,3638.62
689,4385,2025-01-27,2539.26
690,169,2024-07-01,372.64
691,6456,2024-04-10,3309.61
692,7285,2024-05-11,2155.23
693,2999,2025-02-18,3599.08
694,7426,2025-01-03,4461.22
695,1747,2024-12-14,3417.92
696,1716,2024-10-19,4313.92
697,9106,2025-03-14,3943.97
698,9601,2024-11-22,1527.99
699,3240,2024-04-15,2615.25
700,6580,2024-05-31,368.04
701,301,2025-01-06,3173.33
702,5312,2024-09-30,1980.85
703,9054,2025-01-20,3674.27
704,5660,2024-07-11,2062.7
705,7579,2024-06-14,190.79
706,9822,2024-10-01,3800.18
707,4320,2024-09-18,824.67
708,2566,2025-01-22,2606.39
709,8897,2024-08-15,595.85
710,5465,2024-06-04,4421.69
711,5225,2024-06-23,536.93
712,4530,2024-05-25,1956.44
713,1136,2024-11-26,4776.35
714,6679,2024-09-11,2855.86
715,7275,2024-09-03,4348.09
716,4017,2025-03-22,3168.03
717,2137,2025-02-09,4486.73
718,8764,2024-07-29,2431.89
719,7819,2024-05-28,3764.93
720,3202,2025-03-01,398.03
721,8610,2025-03-03,4014.46
722,5662,2024-12-29,4455.6
723,7154,2024-08-15,3372.78
724,342,2025-01-16,3345.16
725,7138,2024-06-11,405.15
726,7546,2024-06-28,4315.88
727,8578,2025-01-25,1278.98
728,6036,2025-02-15,3956.63
729,2190,2024-10-02,3391.4
730,2757,2024-06-16,3750.87
731,4027,2024-08-01,1373.54
732,4882,2024-08-14,2488.82
733,4359,2024-12-04,4319.69
734,3912,2024-10-20,3743.24
735,8767,2025-03-04,2202.9
736,6650,2024-06-01,840.67
737,1743,2024-09-25,1346.99
738,7481,2025-02-07,2881.92
739,7853,2024-05-11,4771.56
740,2539,2024-04-10,3375.9
741,7340,2024-09-04,3009.43
742,3091,2025-03-05,2894.72
743,8709,2025-02-13,1333.7
744,6299,2024-08-07,1155.7
745,5167,2024-10-23,1720.56
746,8998,2024-11-05,1119.46
747,6550,2024-06-05,4903.15
748,8390,2024-10-23,103.28
749,8962,2024-08-13,3323.54
750,2390,2024-05-10,971.88
751,311,2024-12-25,348.34
752,5373,2024-11-23,2618.28
753,563,2024-08-07,2301.96
754,4501,2025-03-06,4278.38
755,4360,2024-08-11,496.7
756,619,2024-03-28,3113.19
757,2001,2025-02-05,4199.49
758,192,2024-12-02,1337.88
759,9770,2024-07-19,260.56
760,6350,2024-10-21,735.99
761,7473,2024-08-04,1947.78
762,7232,2025-01-09,2708.38
763,4281,2024-07-12,743.95
764,5254,2025-03-18,583.79
765,1907,2024-08-24,1999.91
766,7904,2024-12-15,1126.4
767,4110,2025-02-21,225.56
768,2896,2024-06-15,1310.64
769,2868,2024-07-02,623.03
770,855,2024-10-26,4481.11
771,8225,2024-11-08,1658.17
772,5502,2024-06-05,1747.45
773,9796,2024-04-18,3128.95
774,5817,2024-05-08,307.21
775,4330,2024-07-16,3847.01
776,7719,2024-06-09,3596.0
777,3943,2024-11-29,2000.63
778,2868,2024-08-18,4028.11
779,6704,2024-07-26,4254.35
780,4233,2024-12-05,4555.14
781,5786,2024-10-19,921.58
782,950,2024-06-02,3573.72
783,6030,2024-05-17,3416.17
784,24,2025-02-13,241.64
785,4409,2025-02-27,1649.25
786,7698,2024-04-04,3925.93
787,6530,2025-01-21,4041.37
788,9737,2025-03-11,41.07
789,8589,2024-06-18,4353.34
790,7028,2024-05-15,2512.75
791,3424,2024-10-22,4004.14
792,3945,2024-07-17,3471.2
793,8297,2024-05-25,3898.51
794,1358,2025-02-02,4109.86
795,5168,2024-09-29,51.69
796,1435,2024-04-10,4872.14
797,2233,2024-05-11,4907.09
798,1566,2024-06-13,1126.57
799,5982,2025-03-09,475.54
800,9890,2024-04-13,68.89
801,6180,2024-08-13,1620.63
802,9173,2024-06-07,3356.68
803,6539,2024-07-31,2377.71
804,403,2024-06-23,3442.17
805,9506,2024-03-23,4492.98
806,5413,2024-11-03,1722.64
807,6251,2024-12-28,1321.8
808,7591,2024-07-30,2096.27
809,7206,2024-08-09,1027.98
810,7064,2024-10-09,4069.51
811,7753,2024-07-03,3658.48
812,726,2024-10-23,4422.66
813,7383,2025-02-27,1169.35
814,3622,2025-03-22,4430.25
815,7687,2025-03-18,2060.75
816,2072,2024-10-17,1002.52
817,6285,2024-09-02,2635.03
818,4430,2024-05-08,1021.28
819,6893,2024-09-20,759.21
820,6102,2025-01-11,1609.52
821,6103,2025-01-31,424.41
822,6119,2025-02-13,4584.99
823,9571,2024-12-20,314.89
824,6988,2025-02-13,1309.52
825,3338,2024-04-07,4885.47
826,151,2024-04-14,2006.42
827,8583,2024-08-21,865.77
828,8299,2024-06-05,309.44
829,3981,2025-03-18,3906.2
830,1370,2024-09-20,4346.83
831,9889,2025-02-16,2006.85
832,1166,2024-10-04,1182.91
833,7834,2025-02-08,3343.62
834,8791,2024-06-27,4311.72
835,595,2024-10-20,505.92
836,5789,2025-01-29,4884.36
